Tanggal,Beras Premium,Beras Medium,Beras SPHP,Jagung Tk Peternak,Kedelai Biji Kering (Impor),Bawang Merah,Bawang Putih Bonggol,Cabai Merah Keriting,Cabai Merah Besar,Daging Sapi Murni,Cabai Rawit Merah,Daging Ayam Ras,Telur Ayam Ras,Gula Konsumsi,Minyak Goreng Kemasan,Minyak Goreng Curah,Tepung Terigu (Curah),Minyakita,Tepung Terigu Kemasan,Ikan Kembung,Ikan Tongkol,Ikan Bandeng,Garam Konsumsi,Daging Kerbau Beku (Impor),Daging Kerbau Segar (Lokal)
01/03/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/03/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/03/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/03/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/03/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/03/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/03/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/03/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/03/2021,12500,10500,0,0,10000,36000,28000,60000,0,105000,110000,29000,24000,12000,14000,0,7500,0,0,0,0,0,0,0,0
10/03/2021,12500,10500,0,0,11000,35000,28000,50000,0,105000,110000,30000,24000,12000,14000,0,7500,0,0,0,0,0,0,0,0
11/03/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/03/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/03/2021,12800,10500,0,0,10000,35000,28000,60000,0,105000,110000,30000,22500,12000,14000,0,7500,0,0,0,0,0,0,0,0
16/03/2021,12500,10500,0,0,11000,35000,26000,60000,0,105000,115000,30000,22500,12000,13500,0,7500,0,0,0,0,0,0,0,0
17/03/2021,12500,10500,0,0,11000,35000,26000,60000,0,105000,115000,30000,22500,12000,13500,0,7500,0,0,0,0,0,0,0,0
18/03/2021,12500,10500,0,0,10000,35000,26000,60000,0,105000,115000,30000,22500,12000,13500,0,7500,0,0,0,0,0,0,0,0
19/03/2021,12500,10500,0,0,10000,35000,26000,60000,0,105000,110000,30000,22500,12000,13500,0,7500,0,0,0,0,0,0,0,0
20/03/2021,12500,10500,0,0,10000,34000,26000,46000,0,105000,110000,30000,22500,12000,13500,0,7500,0,0,0,0,0,0,0,0
21/03/2021,12500,10500,0,0,10500,32000,26000,48000,0,105000,110000,30000,22500,12000,13500,0,7500,0,0,0,0,0,0,0,0
22/03/2021,12500,10500,0,0,10000,32000,26000,48000,0,105000,110000,30000,22500,12000,13500,0,7500,0,0,0,0,0,0,0,0
23/03/2021,12500,10500,0,0,10000,32000,26000,45000,0,105000,100000,31000,22000,12000,13500,0,7500,0,0,0,0,0,0,0,0
24/03/2021,12500,10500,0,0,10000,32000,26000,45000,0,105000,100000,31000,22000,12000,13500,0,7500,0,0,0,0,0,0,0,0
25/03/2021,12500,10500,0,0,10000,34000,27000,50000,0,105000,90000,31000,22000,12000,13500,0,7500,0,0,0,0,0,0,0,0
26/03/2021,12500,10500,0,0,9800,34000,27000,50000,0,105000,90000,30000,21000,12000,13500,0,7500,0,0,0,0,0,0,0,0
27/03/2021,12500,10500,0,0,10000,32000,27000,50000,0,105000,90000,31000,22000,12000,13500,0,7500,0,0,0,0,0,0,0,0
28/03/2021,12500,10500,0,0,10000,34000,27000,50000,0,105000,90000,31000,21000,12000,13500,0,7500,0,0,0,0,0,0,0,0
29/03/2021,12500,10500,0,0,10000,34000,27000,50000,0,105000,90000,31000,21000,12000,13500,0,7500,0,0,0,0,0,0,0,0
30/03/2021,12500,10500,0,0,10000,34000,27000,50000,0,105000,80000,31000,21000,12000,13500,0,7500,0,0,0,0,0,0,0,0
31/03/2021,12500,10500,0,0,10000,32000,27000,50000,0,105000,65000,30000,20000,12000,13500,0,7500,0,0,0,0,0,0,0,0
01/04/2021,12500,10800,0,0,10000,32000,27000,50000,0,105000,50000,30000,20000,12000,13500,0,7500,0,0,0,0,0,0,0,0
02/04/2021,12500,10500,0,0,10000,32000,26000,50000,0,105000,55000,31000,22000,12000,13500,0,7500,0,0,0,0,0,0,0,0
03/04/2021,12500,10500,0,0,10000,32000,27000,50000,0,105000,55000,33000,20000,12000,13500,0,7500,0,0,0,0,0,0,0,0
04/04/2021,12500,10500,0,0,10000,32000,27000,50000,0,105000,65000,33000,22000,12000,13500,0,7500,0,0,0,0,0,0,0,0
05/04/2021,12500,10500,0,0,10000,32000,27000,50000,0,105000,65000,33000,22000,12000,13500,0,7500,0,0,0,0,0,0,0,0
06/04/2021,12500,10500,0,0,10000,32000,24000,50000,0,105000,65000,35000,21000,12000,13500,0,7500,0,0,0,0,0,0,0,0
07/04/2021,12500,10500,0,0,10000,32000,26000,50000,0,105000,65000,35000,21000,12000,13500,0,7500,0,0,0,0,0,0,0,0
08/04/2021,12500,10500,0,0,10000,30000,24000,45000,0,105000,65000,36000,24000,12000,13500,0,7500,0,0,0,0,0,0,0,0
09/04/2021,12500,10500,0,0,10000,30000,24000,45000,0,105000,65000,36000,24000,12000,13500,0,7500,0,0,0,0,0,0,0,0
10/04/2021,12500,10500,0,0,10000,30000,24000,45000,0,105000,65000,36000,24000,12000,13500,0,7500,0,0,0,0,0,0,0,0
11/04/2021,12500,10500,0,0,10000,30000,24000,45000,0,105000,65000,35000,24000,12000,13500,0,7500,0,0,0,0,0,0,0,0
12/04/2021,12500,10500,0,0,10000,30000,24000,40000,0,105000,50000,38000,24000,12000,13500,0,7500,0,0,0,0,0,0,0,0
13/04/2021,12500,10500,0,0,10000,32000,24000,40000,0,105000,55000,38000,24000,12000,13500,0,7500,0,0,0,0,0,0,0,0
14/04/2021,12500,10500,0,0,10000,32000,26000,45000,0,105000,70000,38000,24000,12000,13500,0,7500,0,0,0,0,0,0,0,0
15/04/2021,12500,10500,0,0,10000,30000,24000,45000,0,105000,75000,38000,24000,12000,13500,0,7500,0,0,0,0,0,0,0,0
16/04/2021,12800,10500,0,0,10000,32000,24000,50000,0,105000,65000,38000,24000,12000,13500,0,7500,0,0,0,0,0,0,0,0
17/04/2021,12500,10500,0,0,10000,32000,24000,50000,0,105000,65000,38000,24500,12000,13500,0,7500,0,0,0,0,0,0,0,0
18/04/2021,12800,10500,0,0,10000,32000,24000,45000,0,105000,55000,38000,25000,12000,13500,0,7500,0,0,0,0,0,0,0,0
19/04/2021,12500,10500,0,0,10000,32000,26000,35000,0,105000,45000,36000,25000,12000,13500,0,7500,0,0,0,0,0,0,0,0
20/04/2021,12500,10500,0,0,10000,32000,26000,30000,0,105000,50000,36000,25000,12000,13500,0,7500,0,0,0,0,0,0,0,0
21/04/2021,12500,10500,0,0,10000,32000,24000,30000,0,105000,45000,36000,24000,12000,13500,0,7500,0,0,0,0,0,0,0,0
22/04/2021,12500,10500,0,0,10000,32000,28000,30000,0,105000,40000,35000,24000,12000,13500,0,7500,0,0,0,0,0,0,0,0
23/04/2021,12500,10500,0,0,10000,32000,24000,25000,0,105000,35000,34000,24000,12000,13500,0,7500,0,0,0,0,0,0,0,0
24/04/2021,12500,10500,0,0,10000,32000,24000,30000,0,105000,35000,34000,23000,12000,13500,0,7500,0,0,0,0,0,0,0,0
25/04/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/04/2021,12500,10500,0,0,10000,32000,24000,30000,0,105000,35000,34000,23000,12000,13500,0,7500,0,0,0,0,0,0,0,0
27/04/2021,12500,10500,0,0,10000,32000,24000,25000,0,105000,45000,33000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
28/04/2021,12500,10500,0,0,10000,30000,24000,26000,0,105000,35000,33000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
29/04/2021,12500,10500,0,0,10000,32000,24000,30000,0,105000,35000,33000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
30/04/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/05/2021,12500,10500,0,0,10000,32000,26000,35000,0,105000,50000,33000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
02/05/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/05/2021,12500,10500,0,0,10000,32000,24000,35000,0,105000,40000,34000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
04/05/2021,12500,10500,0,0,10000,32000,24000,35000,0,105000,40000,34000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
05/05/2021,12500,10500,0,0,10000,32000,24000,35000,0,105000,35000,34000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
06/05/2021,12500,10500,0,0,10000,30000,25000,35000,0,105000,38000,34000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
07/05/2021,12500,10500,0,0,10000,32000,26000,25000,0,105000,40000,33000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
08/05/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/05/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/05/2021,12500,10500,0,0,10000,30000,24000,40000,0,105000,40000,33000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
11/05/2021,12500,10500,0,0,10000,32000,26000,30000,0,105000,45000,36000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
12/05/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/05/2021,12500,10500,0,0,10000,32000,26000,50000,0,105000,60000,36000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
14/05/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/05/2021,12500,10500,0,0,10000,32000,26000,50000,0,105000,60000,37000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
16/05/2021,12500,10500,0,0,10000,32000,26000,50000,0,105000,60000,37000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
17/05/2021,12500,10500,0,0,10000,30000,25000,30000,0,105000,45000,37000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
18/05/2021,12500,10500,0,0,10000,30000,25000,30000,0,105000,35000,35000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
19/05/2021,12500,10500,0,0,10000,30000,26000,30000,0,105000,45000,35000,22500,12000,14000,0,7500,0,0,0,0,0,0,0,0
20/05/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/05/2021,12500,10500,0,0,10000,32000,26000,28000,0,105000,40000,34000,23000,12000,14000,0,7500,0,0,0,0,0,0,0,0
22/05/2021,12500,10500,0,0,10000,32000,26000,35000,0,105000,26000,33000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
23/05/2021,12509,10500,0,0,10000,32000,26000,28000,0,105000,35000,33000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
24/05/2021,12500,10500,0,0,10000,32000,26000,25000,0,105000,35000,33000,23000,12000,14000,0,7500,0,0,0,0,0,0,0,0
25/05/2021,12500,10500,0,0,10000,32000,26000,28000,0,105000,40000,33000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
26/05/2021,12500,9800,0,0,10000,32000,26000,28000,0,105000,32000,33000,23000,12000,14000,0,7500,0,0,0,0,0,0,0,0
27/05/2021,12500,10800,0,0,10000,30000,23000,23000,0,105000,28000,33000,23000,12000,14000,0,7500,0,0,0,0,0,0,0,0
28/05/2021,12500,10500,0,0,10000,30000,22000,22000,0,110000,28000,34000,23000,12000,14000,0,7500,0,0,0,0,0,0,0,0
29/05/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/05/2021,12500,10500,0,0,10000,30000,22000,20000,0,110000,30000,33000,23000,12000,14000,0,7500,0,0,0,0,0,0,0,0
31/05/2021,12500,10500,0,0,10000,28000,22000,20000,0,110000,30000,34000,24000,12000,14000,0,7500,0,0,0,0,0,0,0,0
01/06/2021,12500,10500,0,0,10000,28000,22000,20000,0,110000,30000,34000,24000,12000,14000,0,7500,0,0,0,0,0,0,0,0
02/06/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/06/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/06/2021,12500,10500,0,0,11000,28000,22000,20000,0,110000,28000,35000,24000,12000,14000,0,7500,0,0,0,0,0,0,0,0
05/06/2021,12500,10500,0,0,11000,28000,22000,20000,0,110000,25000,35000,24000,12000,14000,0,7500,0,0,0,0,0,0,0,0
06/06/2021,12500,10500,0,0,11000,28000,22000,20000,0,110000,25000,33000,24000,12000,14000,0,7500,0,0,0,0,0,0,0,0
07/06/2021,12500,10500,0,0,11000,28000,22000,20000,0,110000,25000,33000,24000,12000,14000,0,7500,0,0,0,0,0,0,0,0
08/06/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/06/2021,12800,10500,0,0,11000,22000,28000,20000,0,110000,25000,30000,23000,12000,14000,0,7500,0,0,0,0,0,0,0,0
10/06/2021,12500,10000,0,0,11000,28000,23000,28000,0,110000,20000,30000,24000,12000,14000,0,7500,0,0,0,0,0,0,0,0
11/06/2021,12500,10500,0,0,11000,28000,23000,18000,0,110000,22000,30000,24000,12000,14000,0,7500,0,0,0,0,0,0,0,0
12/06/2021,12500,10500,0,0,11000,28000,23000,18000,0,110000,23000,30000,23000,12000,14000,0,7500,0,0,0,0,0,0,0,0
13/06/2021,12500,10500,0,0,11000,28000,23000,18000,0,110000,20000,30000,24000,12000,14000,0,7500,0,0,0,0,0,0,0,0
14/06/2021,12800,10500,0,0,11000,27000,22000,18000,0,110000,22000,30000,24000,12000,14000,0,7500,0,0,0,0,0,0,0,0
15/06/2021,12500,10500,0,0,11000,26000,22000,18000,0,110000,22000,30000,24000,12000,14000,0,7500,0,0,0,0,0,0,0,0
16/06/2021,12800,10500,0,0,11000,26000,22000,18000,0,110000,22000,30000,24000,12000,14000,0,7500,0,0,0,0,0,0,0,0
17/06/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,12500,10500,0,0,11000,26000,23000,17000,0,110000,23000,30000,23000,12000,14000,0,8000,0,0,0,0,0,0,0,0
19/06/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/06/2021,12500,10500,0,0,11000,25000,22000,17000,0,110000,28000,30000,23500,12000,14000,0,7500,0,0,0,0,0,0,0,0
21/06/2021,12500,10500,0,0,11000,25000,22000,17000,0,110000,28000,30000,23500,12000,14000,0,7500,0,0,0,0,0,0,0,0
22/06/2021,12500,10500,0,0,11000,25000,22000,18000,0,110000,33000,32000,23000,12000,14000,0,7500,0,0,0,0,0,0,0,0
23/06/2021,12500,10500,0,0,11000,28000,24000,20000,0,110000,33000,32000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
24/06/2021,12500,10500,0,0,11000,28000,24000,20000,0,110000,36000,32000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
25/06/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/06/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/06/2021,12500,10500,0,0,11000,28000,22000,20000,0,110000,40000,32000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
28/06/2021,12500,10500,0,0,11000,28000,22000,20000,0,110000,40000,32000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
29/06/2021,12500,10500,0,0,11000,28000,23000,23000,0,110000,35000,32000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
30/06/2021,12500,10500,0,0,11000,28000,24000,20000,0,110000,40000,30000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
01/07/2021,12500,10500,0,0,11000,28000,22000,20000,0,110000,40000,30000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
02/07/2021,12500,10500,0,0,12000,30000,24000,17000,0,110000,42000,29000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
03/07/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/07/2021,12800,10500,0,0,12000,30000,23000,17000,0,110000,36000,28000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
05/07/2021,12800,10500,0,0,12000,28000,23000,18000,0,110000,36000,28000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
06/07/2021,12800,10500,0,0,12000,30000,23000,18000,0,110000,45000,28000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
07/07/2021,12800,10500,0,0,12000,28000,23000,17000,0,110000,50000,28000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
08/07/2021,12800,10500,0,0,12000,28000,23000,18000,0,110000,55000,29000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
09/07/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/07/2021,12800,10500,0,0,12000,28000,22000,18000,0,110000,40000,28000,21000,12000,14000,0,7500,0,0,0,0,0,0,0,0
11/07/2021,12800,10500,0,0,12000,28000,22000,18000,0,110000,40000,28000,21000,12000,14000,0,7500,0,0,0,0,0,0,0,0
12/07/2021,12800,10500,0,0,12000,28000,22000,18000,0,110000,50000,28000,21000,12000,14000,0,7500,0,0,0,0,0,0,0,0
13/07/2021,12800,10500,0,0,12000,28000,22000,18000,0,110000,50000,27000,21000,12000,14000,0,7500,0,0,0,0,0,0,0,0
14/07/2021,12800,10500,0,0,12000,28000,22000,18000,0,110000,48000,27000,21000,12000,14000,0,7500,0,0,0,0,0,0,0,0
15/07/2021,12800,10500,0,0,12000,30000,23000,18000,0,110000,45000,28000,21000,12000,14000,0,7500,0,0,0,0,0,0,0,0
16/07/2021,12800,10500,0,0,12000,30000,24000,18000,0,110000,50000,27000,21000,12000,14000,0,7500,0,0,0,0,0,0,0,0
17/07/2021,12800,10500,0,0,12000,30000,24000,18000,0,110000,50000,27000,21000,12000,14000,0,7500,0,0,0,0,0,0,0,0
18/07/2021,12800,10500,0,0,12000,30000,24000,50000,0,110000,20000,27000,21000,12000,14000,0,7500,0,0,0,0,0,0,0,0
19/07/2021,12800,10500,0,0,12000,30000,24000,20000,0,110000,45000,28000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
20/07/2021,12800,10500,0,0,12000,30000,24000,20000,0,110000,50000,28000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
21/07/2021,12800,10500,0,0,12000,30000,24000,20000,0,110000,60000,30000,22500,12000,14000,0,7500,0,0,0,0,0,0,0,0
22/07/2021,12800,10500,0,0,12000,33000,23000,20000,0,110000,55000,28000,23000,12000,14000,0,7500,0,0,0,0,0,0,0,0
23/07/2021,12800,10500,0,0,12000,35000,23000,22000,0,110000,52000,28000,23000,12000,14000,0,7500,0,0,0,0,0,0,0,0
24/07/2021,12800,10500,0,0,12000,32000,23000,20000,0,110000,40000,28000,24000,12000,13000,0,7500,0,0,0,0,0,0,0,0
25/07/2021,12800,10500,0,0,12000,33000,23000,20000,0,110000,40000,28000,24000,12000,14000,0,7500,0,0,0,0,0,0,0,0
26/07/2021,12800,10500,0,0,12000,30000,25000,20000,0,110000,40000,28000,24000,12000,14000,0,7500,0,0,0,0,0,0,0,0
27/07/2021,12800,10500,0,0,12000,32000,23000,20000,0,110000,40000,28000,24000,12000,12000,0,7500,0,0,0,0,0,0,0,0
28/07/2021,12800,9800,0,0,12000,32000,24000,18000,0,110000,38000,28000,24000,12000,14000,0,7500,0,0,0,0,0,0,0,0
29/07/2021,12800,10500,0,0,12000,33000,24000,19000,0,110000,35000,28000,24000,12000,14000,0,7500,0,0,0,0,0,0,0,0
30/07/2021,12800,10500,0,0,12000,32000,23000,18000,0,110000,30000,27000,24000,12000,14000,0,7500,0,0,0,0,0,0,0,0
31/07/2021,12800,10500,0,0,12000,32000,23000,18000,0,110000,35000,27000,24000,12000,14000,0,7500,0,0,0,0,0,0,0,0
01/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/08/2021,12800,10500,0,0,12000,32000,23000,18000,0,110000,28000,28000,24000,12000,14000,0,7500,0,0,0,0,0,0,0,0
03/08/2021,12800,10500,0,0,12000,32000,23000,16000,0,110000,28000,28000,24000,12000,15000,0,7500,0,0,0,0,0,0,0,0
04/08/2021,12800,10500,0,0,12000,30000,24000,16000,0,110000,26000,28000,24000,12000,15000,0,7500,0,0,0,0,0,0,0,0
05/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/08/2021,12800,10500,0,0,12000,32000,24000,16000,0,110000,25000,30000,24000,12000,15000,0,7500,0,0,0,0,0,0,0,0
07/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/08/2021,12800,10500,0,0,12000,30000,24000,20000,0,110000,25000,30000,23000,12000,15000,0,7500,0,0,0,0,0,0,0,0
09/08/2021,12800,10500,0,0,12000,30000,24000,15000,0,110000,17000,30000,23000,12000,15000,0,7500,0,0,0,0,0,0,0,0
10/08/2021,12800,10500,0,0,12000,28000,22000,15000,0,110000,16000,30000,22000,12000,14000,0,7500,0,0,0,0,0,0,0,0
11/08/2021,12800,10500,0,0,12000,28000,22000,15000,0,110000,16000,30000,23000,12000,15000,0,7500,0,0,0,0,0,0,0,0
12/08/2021,12800,10500,0,0,12000,28000,22000,14000,0,110000,14000,30000,22000,12000,15000,0,7500,0,0,0,0,0,0,0,0
13/08/2021,12800,10500,0,0,12000,28000,22000,20000,0,110000,20000,30000,22000,12000,15000,0,7500,0,0,0,0,0,0,0,0
14/08/2021,12800,10500,0,0,12000,28000,22000,20000,0,110000,20000,30000,22000,12000,15000,0,7500,0,0,0,0,0,0,0,0
15/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/08/2021,12800,10500,0,0,12000,30000,22000,14000,0,110000,15000,30000,22000,12000,16000,0,7500,0,0,0,0,0,0,0,0
17/08/2021,12800,10500,0,0,12000,30000,23000,14000,0,110000,14000,30000,21000,12000,16000,0,7500,0,0,0,0,0,0,0,0
18/08/2021,12800,10500,0,0,12000,32000,24000,20000,0,110000,20000,29000,22000,12000,16000,0,7500,0,0,0,0,0,0,0,0
19/08/2021,12800,10500,0,0,12000,30000,24000,20000,0,110000,20000,28000,22000,12000,16000,0,7500,0,0,0,0,0,0,0,0
20/08/2021,12800,10500,0,0,12000,28000,24000,18000,0,110000,18000,28000,22000,12000,16000,0,7500,0,0,0,0,0,0,0,0
21/08/2021,12800,10500,0,0,12000,30000,24000,18000,0,110000,18000,28000,22000,12000,16000,0,7500,0,0,0,0,0,0,0,0
22/08/2021,12800,10500,0,0,12000,30000,24000,18000,0,110000,18000,28000,21000,12000,16000,0,7500,0,0,0,0,0,0,0,0
23/08/2021,12800,10500,0,0,12000,30000,24000,18000,0,110000,18000,28000,21000,12000,16000,0,7500,0,0,0,0,0,0,0,0
24/08/2021,12800,10500,0,0,12000,30000,24000,16000,0,110000,18000,28000,20500,12000,16000,0,7500,0,0,0,0,0,0,0,0
25/08/2021,12800,10500,0,0,12000,30000,24000,15000,0,110000,18000,28000,20500,12000,16000,0,7500,0,0,0,0,0,0,0,0
26/08/2021,12800,10500,0,0,12000,28000,24000,15000,0,110000,18000,30000,20000,12000,16000,0,7500,0,0,0,0,0,0,0,0
27/08/2021,12800,9800,0,0,12000,28000,24000,15000,0,110000,18000,30000,20000,12000,16000,0,7500,0,0,0,0,0,0,0,0
28/08/2021,12800,10500,0,0,12000,28000,24000,14000,0,110000,18000,28000,20000,12000,16000,0,7500,0,0,0,0,0,0,0,0
29/08/2021,12800,9800,0,0,12000,28000,24000,14000,0,110000,16000,30000,20000,12000,16000,0,7500,0,0,0,0,0,0,0,0
30/08/2021,12800,10500,0,0,12000,28000,24000,15000,0,110000,18000,30000,20000,12000,16000,0,7500,0,0,0,0,0,0,0,0
31/08/2021,12800,10500,0,0,12000,28000,24000,15000,0,110000,18000,32000,20000,12000,16000,0,7500,0,0,0,0,0,0,0,0
01/09/2021,12800,10500,0,0,12000,28000,24000,15000,0,110000,18000,32000,20000,12000,16000,0,7500,0,0,0,0,0,0,0,0
02/09/2021,12800,10500,0,0,12000,28000,24000,15000,0,110000,18000,32000,20000,12000,16000,0,7500,0,0,0,0,0,0,0,0
03/09/2021,12800,10500,0,0,12000,28000,24000,15000,0,110000,18000,32000,20000,12000,16000,0,7500,0,0,0,0,0,0,0,0
04/09/2021,12800,10500,0,0,12000,24000,28000,16000,0,110000,16000,32000,20000,12000,16000,0,7500,0,0,0,0,0,0,0,0
05/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/09/2021,12800,10500,0,0,12000,28000,24000,15000,0,110000,18000,32000,20000,12000,16000,0,7500,0,0,0,0,0,0,0,0
07/09/2021,12800,10500,0,0,12000,24000,28000,15000,0,110000,18000,32000,20000,12000,16000,0,7500,0,0,0,0,0,0,0,0
08/09/2021,12800,10500,0,0,12000,28000,24000,15000,0,110000,18000,32000,19000,12000,16000,0,7500,0,0,0,0,0,0,0,0
09/09/2021,12800,10500,0,0,12000,28000,24000,18000,0,110000,20000,32000,19000,12000,16000,0,7500,0,0,0,0,0,0,0,0
10/09/2021,12800,10500,0,0,12000,24000,28000,18000,0,110000,20000,32000,19000,12000,16000,0,7500,0,0,0,0,0,0,0,0
11/09/2021,12800,10500,0,0,12000,28000,24000,18000,0,110000,18000,32000,19000,12000,16000,0,7500,0,0,0,0,0,0,0,0
12/09/2021,12800,10500,0,0,12000,28000,24000,18000,0,110000,18000,32000,19000,12000,16000,0,7500,0,0,0,0,0,0,0,0
13/09/2021,12800,10500,0,0,12000,28000,24000,18000,0,110000,20000,32000,19000,12000,16000,0,7500,0,0,0,0,0,0,0,0
14/09/2021,12800,10500,0,0,12000,24000,28000,18000,0,110000,20000,32000,19000,12000,16000,0,7500,0,0,0,0,0,0,0,0
15/09/2021,12800,10500,0,0,12000,28000,24000,18000,0,110000,20000,32000,18500,12000,16000,0,7500,0,0,0,0,0,0,0,0
16/09/2021,12800,10500,0,0,12000,28000,24000,18000,0,110000,20000,33000,18500,12000,16000,0,7500,0,0,0,0,0,0,0,0
17/09/2021,12800,10500,0,0,12000,24000,28000,16000,0,110000,20000,30000,19000,12000,16000,0,7500,0,0,0,0,0,0,0,0
18/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
