Tanggal,Beras Premium,Beras Medium,Beras SPHP,Jagung Tk Peternak,Kedelai Biji Kering (Impor),Bawang Merah,Bawang Putih Bonggol,Cabai Merah Keriting,Cabai Merah Besar,Daging Sapi Murni,Cabai Rawit Merah,Daging Ayam Ras,Telur Ayam Ras,Gula Konsumsi,Minyak Goreng Kemasan,Minyak Goreng Curah,Tepung Terigu (Curah),Minyakita,Tepung Terigu Kemasan,Ikan Kembung,Ikan Tongkol,Ikan Bandeng,Garam Konsumsi,Daging Kerbau Beku (Impor),Daging Kerbau Segar (Lokal)
19/05/2022,12800,10500,0,0,14000,40000,30000,45000,0,110000,45000,30000,25000,14000,24000,18000,7500,0,0,0,0,0,0,0,0
20/05/2022,12800,10500,0,0,14000,40000,30000,45000,0,110000,45000,30000,27000,14000,24000,18000,7500,0,0,0,0,0,0,0,0
21/05/2022,12800,10500,0,0,14000,40000,30000,45000,0,110000,45000,30000,25000,14000,24000,18000,7500,0,0,0,0,0,0,0,0
22/05/2022,12800,10500,0,0,14000,40000,30000,45000,0,110000,45000,30000,25000,14000,24000,18000,7500,0,0,0,0,0,0,0,0
23/05/2022,12800,10500,0,0,14000,40000,30000,45000,0,110000,50000,30000,27000,14000,24000,18000,7500,0,0,0,0,0,0,0,0
24/05/2022,12800,10500,0,0,14000,40000,30000,45000,0,110000,50000,30000,27000,14000,24000,16000,7500,0,0,0,0,0,0,0,0
25/05/2022,12800,10500,0,0,14000,40000,25000,50000,0,110000,60000,29000,28000,14000,24000,16000,7500,0,0,0,0,0,0,0,0
26/05/2022,12800,10500,0,0,14000,40000,25000,45000,0,110000,50000,29000,27000,14000,24000,16000,7500,0,0,0,0,0,0,0,0
27/05/2022,12800,10500,0,0,14000,40000,30000,45000,0,110000,50000,30000,27000,14000,24000,17000,7500,0,0,0,0,0,0,0,0
28/05/2022,12800,10500,0,0,14000,40000,30000,45000,0,110000,50000,30000,27000,14000,24000,17000,7500,0,0,0,0,0,0,0,0
29/05/2022,12800,10500,0,0,14000,40000,30000,45000,0,110000,50000,30000,27000,14000,24000,17000,7500,0,0,0,0,0,0,0,0
30/05/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/05/2022,12800,10500,0,0,14000,40000,26000,55000,0,110000,70000,31000,27000,13500,24000,16000,7500,0,0,0,0,0,0,0,0
01/06/2022,12800,10500,0,0,14000,40000,26000,55000,0,110000,70000,31000,28000,13500,24000,16000,7500,0,0,0,0,0,0,0,0
02/06/2022,12800,10500,0,0,14000,42000,26000,60000,0,110000,70000,32000,27000,13500,24000,16000,7500,0,0,0,0,0,0,0,0
03/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/06/2022,12800,10500,0,0,14000,42000,26000,60000,0,110000,70000,32000,27000,13500,24000,16000,7500,0,0,0,0,0,0,0,0
05/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/06/2022,12800,10500,0,0,14000,45000,25000,65000,0,110000,90000,35000,28000,13500,24000,16000,7500,0,0,0,0,0,0,0,0
07/06/2022,12800,10500,0,0,14000,45000,25000,65000,0,110000,90000,35000,28000,13500,24000,16000,7500,0,0,0,0,0,0,0,0
08/06/2022,12800,10500,0,0,14000,45000,25000,70000,0,110000,90000,35000,30000,13500,24000,16000,7500,0,0,0,0,0,0,0,0
09/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/07/2022,12800,10500,0,0,14000,70000,25000,120000,0,110000,100000,38000,28000,13500,19250,15000,7500,0,0,0,0,0,0,0,0
15/07/2022,12800,10500,0,0,14000,70000,25000,120000,0,110000,100000,38000,28000,13500,17000,14000,7500,0,0,0,0,0,0,0,0
16/07/2022,12800,10500,0,0,14000,70000,25000,120000,0,110000,100000,38000,28000,13500,17000,14000,7500,0,0,0,0,0,0,0,0
17/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/07/2022,12800,10500,0,0,14000,55000,25000,90000,0,110000,80000,37000,28000,13500,18500,13000,7500,0,0,0,0,0,0,0,0
19/07/2022,11500,10500,0,0,14000,60000,25000,75000,0,110000,75000,38000,28000,13000,17000,14000,11000,0,0,0,0,0,0,0,0
20/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/07/2022,11500,10500,0,0,14000,50000,25000,85000,0,110000,80000,38000,28000,13500,15500,13000,11000,0,0,0,0,0,0,0,0
22/07/2022,11500,10500,0,0,14000,50000,25000,90000,0,110000,70000,38000,28000,13000,16250,15000,11000,0,0,0,0,0,0,0,0
23/07/2022,11500,10500,0,0,14000,50000,25000,90000,0,110000,70000,38000,28000,13000,16500,15000,11000,0,0,0,0,0,0,0,0
24/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/07/2022,11500,10500,0,0,14000,50000,25000,90000,0,110000,70000,38000,28000,13000,16250,15000,11000,0,0,0,0,0,0,0,0
26/07/2022,11500,10500,0,0,15000,40000,25000,80000,0,110000,70000,37000,28000,13000,15250,13000,11000,0,0,0,0,0,0,0,0
27/07/2022,11500,10500,0,0,15000,40000,25000,80000,0,110000,65000,37000,28000,13000,15750,14000,11000,0,0,0,0,0,0,0,0
28/07/2022,11500,10500,0,0,15000,40000,25000,70000,0,110000,70000,38000,28000,13000,15750,14000,11000,0,0,0,0,0,0,0,0
29/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/07/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/07/2022,11500,10500,0,0,15000,40000,25000,70000,0,110000,65000,37000,27000,13000,16000,14000,11000,0,0,0,0,0,0,0,0
01/08/2022,11500,10500,0,0,15000,40000,25000,70000,0,110000,65000,37000,27000,13000,16000,14000,11000,0,0,0,0,0,0,0,0
02/08/2022,11500,10500,0,0,15000,40000,25000,70000,0,110000,70000,37000,27000,13000,16000,14000,11000,0,0,0,0,0,0,0,0
03/08/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/08/2022,11500,10500,0,0,15000,40000,24000,70000,0,110000,70000,37000,27000,13000,15000,14000,11000,0,0,0,0,0,0,0,0
05/08/2022,11500,10500,0,0,15000,40000,24000,70000,0,110000,65000,35000,27000,13000,15000,14000,11000,0,0,0,0,0,0,0,0
06/08/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/08/2022,11500,10500,0,0,15000,40000,24000,65000,0,110000,60000,32000,26000,13000,15000,14000,11000,0,0,0,0,0,0,0,0
08/08/2022,11500,10500,0,0,15000,40000,24000,65000,0,110000,60000,32000,26000,13000,15000,14000,11000,0,0,0,0,0,0,0,0
09/08/2022,11500,10500,0,0,15000,38000,24000,70000,0,110000,55000,34000,26000,13000,15000,14000,11000,0,0,0,0,0,0,0,0
10/08/2022,11500,10500,0,0,15000,35000,24000,70000,0,110000,50000,32000,26000,13000,14000,14000,11000,0,0,0,0,0,0,0,0
11/08/2022,11500,10500,0,0,15000,35000,24000,65000,0,110000,50000,32000,26000,13000,14000,14000,11000,0,0,0,0,0,0,0,0
12/08/2022,11500,10500,0,0,15000,35000,22000,60000,0,110000,50000,30000,28000,13000,14000,14000,11000,0,0,0,0,0,0,0,0
13/08/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/08/2022,11500,10500,0,0,15000,35000,22000,60000,0,110000,50000,30000,28000,13000,14000,14000,11000,0,0,0,0,0,0,0,0
15/08/2022,11500,10500,0,0,15000,35000,22000,60000,0,110000,50000,30000,28000,13000,14000,14000,11000,0,0,0,0,0,0,0,0
16/08/2022,11500,10500,0,0,15000,35000,22000,60000,0,110000,45000,30000,28500,13000,14000,14000,11000,0,0,0,0,0,0,0,0
17/08/2022,11500,10500,0,0,15000,32000,22000,55000,0,110000,50000,32000,28500,13000,14000,14000,11000,0,0,0,0,0,0,0,0
18/08/2022,11500,10500,0,0,15000,32000,22000,55000,0,110000,50000,32000,28500,13000,14000,14000,11000,0,0,0,0,0,0,0,0
19/08/2022,11500,10500,0,0,15000,32000,22000,55000,0,110000,45000,32000,28000,13000,14000,14000,11000,0,0,0,0,0,0,0,0
20/08/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/08/2022,11500,10500,0,0,15000,32000,22000,55000,0,110000,45000,32000,28500,13000,14000,14000,11000,0,0,0,0,0,0,0,0
22/08/2022,11500,10500,0,0,15000,32000,22000,55000,0,110000,45000,32000,28500,13000,14000,14000,11000,0,0,0,0,0,0,0,0
23/08/2022,11500,10500,0,0,15000,32000,22000,45000,0,110000,35000,32000,28500,13000,14000,14000,11000,0,0,0,0,0,0,0,0
24/08/2022,11500,10500,0,0,15000,28000,20000,50000,0,110000,32000,33000,29000,13000,14000,14000,11000,0,0,0,0,0,0,0,0
25/08/2022,11500,10500,0,0,15000,30000,20000,45000,0,110000,32000,32000,30000,13000,15000,15000,11000,0,0,0,0,0,0,0,0
26/08/2022,11500,10500,0,0,15000,30000,22000,50000,0,110000,35000,33000,30000,13000,14000,14000,11000,0,0,0,0,0,0,0,0
27/08/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/08/2022,11500,10500,0,0,15000,30000,22000,50000,0,110000,35000,34000,31000,13000,15000,15000,11000,0,0,0,0,0,0,0,0
29/08/2022,11500,10500,0,0,15000,30000,22000,50000,0,110000,35000,34000,31000,13000,15000,15000,11000,0,0,0,0,0,0,0,0
30/08/2022,11500,10500,0,0,15000,32000,22000,50000,0,100000,35000,32000,30000,13000,15000,15000,11000,0,0,0,0,0,0,0,0
31/08/2022,11500,10500,0,0,15000,30000,22000,50000,0,110000,50000,32000,29000,13000,14000,14000,11000,0,0,0,0,0,0,0,0
01/09/2022,11500,10500,0,0,15000,28000,22000,50000,0,110000,45000,32000,30000,13000,14000,14000,11000,0,0,0,0,0,0,0,0
02/09/2022,11500,10500,0,0,15000,28000,22000,50000,0,110000,45000,32000,29000,13000,14000,14000,11000,0,0,0,0,0,0,0,0
03/09/2022,11500,10500,0,0,15000,30000,22000,65000,0,110000,50000,34000,28500,13500,15000,15000,11000,0,0,0,0,0,0,0,0
04/09/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/09/2022,11500,10500,0,0,15000,30000,22000,65000,0,110000,50000,34000,28500,13500,15000,15000,11000,0,0,0,0,0,0,0,0
06/09/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/09/2022,11500,10500,0,0,15000,34000,22000,75000,0,110000,55000,34000,28000,13500,15000,15000,11000,0,0,0,0,0,0,0,0
08/09/2022,11500,10500,0,0,15000,34000,22000,65000,0,110000,50000,34000,28000,13500,15000,15000,11000,0,0,0,0,0,0,0,0
09/09/2022,11500,10500,0,0,15000,36000,22000,70000,0,110000,45000,34000,28000,13500,15000,15000,11000,0,0,0,0,0,0,0,0
10/09/2022,11500,10500,0,0,15000,36000,22000,70000,0,110000,45000,34000,28000,13500,15000,15000,11000,0,0,0,0,0,0,0,0
11/09/2022,11500,10500,0,0,15000,34000,22000,70000,0,110000,55000,34000,28000,13500,15000,15000,11000,0,0,0,0,0,0,0,0
12/09/2022,11500,10500,0,0,15000,36000,22000,70000,0,110000,45000,34000,28000,13500,15000,15000,11000,0,0,0,0,0,0,0,0
13/09/2022,11500,10500,0,0,15000,36000,22000,70000,0,110000,45000,32000,28000,13500,15000,15000,11000,0,0,0,0,0,0,0,0
14/09/2022,11500,10500,0,0,15000,34000,22000,65000,0,110000,45000,32000,28000,13500,15000,15000,11000,0,0,0,0,0,0,0,0
15/09/2022,11500,10500,0,0,15000,35000,22000,65000,0,110000,45000,33000,28000,13500,15000,15000,11000,0,0,0,0,0,0,0,0
16/09/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/09/2022,11500,10500,0,0,15000,34000,20000,60000,0,110000,50000,33000,28000,13500,15000,15000,11000,0,0,0,0,0,0,0,0
18/09/2022,11500,10500,0,0,15000,34000,22000,60000,0,110000,50000,33000,28000,13500,15000,15000,11000,0,0,0,0,0,0,0,0
19/09/2022,11500,10500,0,0,15000,34000,22000,60000,0,110000,50000,33000,28000,13500,15000,15000,11000,0,0,0,0,0,0,0,0
20/09/2022,11500,10500,0,0,15000,32000,22000,60000,0,110000,65000,33000,27000,15000,15000,15000,11000,0,0,0,0,0,0,0,0
21/09/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/09/2022,11500,10500,0,0,15000,32000,22000,55000,0,110000,55000,30000,26000,13500,15000,15000,11000,0,0,0,0,0,0,0,0
23/09/2022,11500,10500,0,0,15000,32000,22000,50000,0,110000,55000,30000,26000,13500,14000,14000,11000,0,0,0,0,0,0,0,0
24/09/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/09/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/09/2022,11500,10500,0,0,15000,32000,22000,50000,0,110000,55000,33000,24000,13500,14000,14000,11000,0,0,0,0,0,0,0,0
27/09/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/09/2022,11500,10500,0,0,15000,34000,20000,50000,0,110000,58000,33000,23500,13500,14000,14000,11000,0,0,0,0,0,0,0,0
29/09/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/09/2022,11500,10500,0,0,15000,34000,22000,50000,0,110000,50000,31000,24000,13500,14000,14000,11000,0,0,0,0,0,0,0,0
01/10/2022,11500,10500,0,0,15000,34000,22000,50000,0,110000,50000,31000,24000,13500,14000,14000,11000,0,0,0,0,0,0,0,0
02/10/2022,11500,10500,0,0,15000,34000,22000,50000,0,110000,50000,31000,24000,13500,14000,14000,11000,0,0,0,0,0,0,0,0
03/10/2022,11500,10500,0,0,15000,34000,22000,50000,0,110000,50000,31000,23500,13500,14000,14000,11000,0,0,0,0,0,0,0,0
04/10/2022,11500,10500,0,0,15000,34000,22000,50000,0,110000,50000,30000,23000,13500,14000,14000,11000,0,0,0,0,0,0,0,0
05/10/2022,11500,10500,0,0,15000,34000,22000,50000,0,110000,55000,30000,24000,13500,14000,14000,11000,0,0,0,0,0,0,0,0
06/10/2022,11500,10500,0,0,15000,34000,22000,50000,0,110000,45000,30000,24000,13500,14000,14000,11000,0,0,0,0,0,0,0,0
07/10/2022,11500,10500,0,0,15000,34000,22000,45000,0,110000,40000,30000,23500,13500,14000,14000,11000,0,0,0,0,0,0,0,0
08/10/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/10/2022,11500,10500,0,0,15000,34000,22000,45000,0,110000,40000,30000,23500,13500,14000,14000,11000,0,0,0,0,0,0,0,0
10/10/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/10/2022,11500,10500,0,0,15000,35000,22000,45000,0,110000,40000,30000,26000,13500,14000,14000,11000,0,0,0,0,0,0,0,0
12/10/2022,11500,10500,0,0,15000,35000,22000,45000,0,110000,40000,30000,26000,13500,14000,14000,11000,0,0,0,0,0,0,0,0
13/10/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/10/2022,11500,10500,0,0,15000,35000,22000,45000,0,110000,40000,30000,25000,13500,14000,14000,11000,0,0,0,0,0,0,0,0
15/10/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/10/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/10/2022,11500,10500,0,0,15000,35000,22000,45000,0,110000,40000,30000,25000,13500,14000,14000,11000,0,0,0,0,0,0,0,0
18/10/2022,11500,10500,0,0,15000,35000,22000,45000,0,110000,40000,30000,25000,13500,14000,14000,11000,0,0,0,0,0,0,0,0
19/10/2022,11500,10500,0,0,15000,34000,20000,35000,0,110000,35000,28000,27000,13500,16000,16000,11000,0,0,0,0,0,0,0,0
20/10/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/10/2022,11500,10500,0,0,15000,35000,22000,35000,0,110000,35000,30000,26000,13000,16000,16000,11000,0,0,0,0,0,0,0,0
22/10/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/10/2022,11500,10500,0,0,16000,35000,22000,35000,0,110000,35000,30000,26000,13000,16000,16000,11000,0,0,0,0,0,0,0,0
24/10/2022,11500,10500,0,0,16000,35000,22000,35000,0,110000,35000,30000,26000,13000,16000,16000,11000,0,0,0,0,0,0,0,0
25/10/2022,11500,10500,0,0,16000,35000,22000,35000,0,110000,35000,30000,26000,13000,16000,16000,11000,0,0,0,0,0,0,0,0
26/10/2022,11500,10500,0,0,15000,34000,22000,40000,0,110000,35000,32000,26000,13000,16000,16000,11000,0,0,0,0,0,0,0,0
27/10/2022,11500,10500,0,0,16000,32000,22000,35000,0,110000,30000,32000,27000,13000,16000,16000,11000,0,0,0,0,0,0,0,0
28/10/2022,11500,10500,0,0,16000,38000,22000,35000,0,110000,30000,32000,26000,13000,16000,16000,11000,0,0,0,0,0,0,0,0
29/10/2022,11500,10500,0,0,16000,38000,22000,35000,0,110000,30000,32000,26000,13000,16000,16000,11000,0,0,0,0,0,0,0,0
30/10/2022,11500,10500,0,0,16000,36000,22000,35000,0,110000,30000,32000,26000,13000,16000,16000,11000,0,0,0,0,0,0,0,0
31/10/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/11/2022,11500,10500,0,0,16000,32000,22000,35000,0,110000,30000,32000,26000,13000,16000,13000,11000,0,0,0,0,0,0,0,0
02/11/2022,11500,10500,0,0,16000,36000,22000,32000,0,110000,28000,30000,26000,13000,16000,16000,11000,0,0,0,0,0,0,0,0
03/11/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/11/2022,11500,10500,0,0,16000,36000,22000,35000,0,110000,30000,32000,26000,13000,16000,16000,11000,0,0,0,0,0,0,0,0
05/11/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/11/2022,11500,10500,0,0,16000,36000,22000,35000,0,110000,30000,32000,26000,13000,16000,16000,11000,0,0,0,0,0,0,0,0
07/11/2022,11500,10500,0,0,16000,35000,22000,35000,0,110000,30000,32000,26000,13000,16000,16000,11000,0,0,0,0,0,0,0,0
08/11/2022,11500,10500,0,0,16000,35000,22000,25000,0,110009,25000,30000,22000,13000,16000,16000,11000,0,0,0,0,0,0,0,0
09/11/2022,11500,10500,0,0,16000,38000,22000,28000,0,110000,30000,30000,26000,13000,16000,16000,11000,0,0,0,0,0,0,0,0
10/11/2022,11500,10500,0,0,16000,34000,22000,26000,0,110000,30000,30000,26000,13000,16000,16000,11000,0,0,0,0,0,0,0,0
11/11/2022,11500,10500,0,0,16000,35000,22000,30000,0,110000,30000,32000,26000,13000,16000,16000,11000,0,0,0,0,0,0,0,0
12/11/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/11/2022,11500,10500,0,0,16000,35000,22000,30000,0,110000,30000,32000,26000,13000,16000,16000,11000,0,0,0,0,0,0,0,0
14/11/2022,11500,10500,0,0,16000,34000,22000,32000,0,110000,30000,30000,26000,13000,16000,16000,11000,0,0,0,0,0,0,0,0
15/11/2022,11500,10500,0,0,16000,34000,22000,32000,0,110000,30000,30000,26000,13000,16000,16000,11000,0,0,0,0,0,0,0,0
16/11/2022,11500,10500,0,0,16000,35000,22000,30000,0,110000,35000,30000,26000,13000,16000,16000,11000,0,0,0,0,0,0,0,0
17/11/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/11/2022,11500,10500,0,0,16000,34000,22000,30000,0,110000,32000,33000,27000,13000,16000,16000,11000,0,0,0,0,0,0,0,0
19/11/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/11/2022,11500,10500,0,0,16000,34000,22000,30000,0,110000,32000,33000,27000,13000,16000,16000,11000,0,0,0,0,0,0,0,0
21/11/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/11/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/11/2022,11500,10500,0,0,16000,32000,20000,30000,0,110000,35000,33000,28000,13000,16000,16000,11000,0,0,0,0,0,0,0,0
24/11/2022,11500,10500,0,0,16000,32000,20000,30000,0,110000,35000,33000,27000,13000,16000,16000,11000,0,0,0,0,0,0,0,0
25/11/2022,11500,10500,0,0,16000,34000,20000,30000,0,110000,30000,33000,28000,14000,16000,16000,11000,0,0,0,0,0,0,0,0
26/11/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/11/2022,11500,10500,0,0,16000,32000,20000,30000,0,110000,35000,33000,28000,13000,16000,16000,11000,0,0,0,0,0,0,0,0
28/11/2022,11500,10500,0,0,16000,34000,20000,30000,0,110000,30000,33000,28000,13000,16000,16000,11000,0,0,0,0,0,0,0,0
29/11/2022,11500,10500,0,0,16000,33000,20000,30000,0,110000,30000,32000,28000,13000,16000,16000,11000,0,0,0,0,0,0,0,0
30/11/2022,11500,10500,0,0,16000,34000,20000,28000,0,110000,35000,32000,28000,13000,16000,16000,11000,0,0,0,0,0,0,0,0
01/12/2022,11500,10500,0,0,16000,32000,20000,28000,0,110000,35000,32000,30000,13000,16000,16000,11000,0,0,0,0,0,0,0,0
02/12/2022,11500,10500,0,0,16000,32000,20000,28000,0,110000,30000,32000,30000,13000,16000,16000,11000,0,0,0,0,0,0,0,0
03/12/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/12/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/12/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/12/2022,11500,10500,0,0,16000,30000,22000,28000,0,110000,30000,32000,30000,13500,17000,17000,12000,0,0,0,0,0,0,0,0
07/12/2022,11500,10500,0,0,16000,30000,22000,28000,0,110000,30000,32000,30000,13500,16000,16000,12000,0,0,0,0,0,0,0,0
08/12/2022,11500,10500,0,0,16000,35000,22000,30000,0,110000,30000,32000,31000,13500,17000,17000,12000,0,0,0,0,0,0,0,0
09/12/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/12/2022,11500,10500,0,0,16000,35000,22000,30000,0,110000,40000,32000,30000,13500,17000,17000,12000,0,0,0,0,0,0,0,0
11/12/2022,11500,10500,0,0,16000,35000,22000,30000,0,110000,40000,32000,30000,13500,17000,17000,12000,0,0,0,0,0,0,0,0
12/12/2022,11500,10500,0,0,16000,35000,22000,30000,0,110000,40000,32000,30000,13500,17000,17000,12000,0,0,0,0,0,0,0,0
