loss,mae,val_loss,val_mae,learning_rate
0.04991024360060692,0.1689540147781372,0.025769947096705437,0.1396877020597458,0.0010000000474974513
0.022614330053329468,0.1155710369348526,0.015695173293352127,0.10320582985877991,0.0010000000474974513
0.017756443470716476,0.10177206993103027,0.010484450496733189,0.08293522894382477,0.0010000000474974513
0.015349921770393848,0.09460868686437607,0.010100362822413445,0.07863850891590118,0.0010000000474974513
0.01391595508903265,0.0896487608551979,0.009372132830321789,0.07367605715990067,0.0010000000474974513
0.01267025526612997,0.08562891185283661,0.00942300260066986,0.07765334099531174,0.0010000000474974513
0.012096856720745564,0.08337674289941788,0.011374705471098423,0.08733905851840973,0.0010000000474974513
0.01109051052480936,0.07956840097904205,0.008738265372812748,0.07367661595344543,0.0010000000474974513
0.010654914192855358,0.07768615335226059,0.009110480546951294,0.07629610598087311,0.0010000000474974513
0.009976374916732311,0.07541527599096298,0.009229511022567749,0.0759078711271286,0.0010000000474974513
0.009971046820282936,0.07533849030733109,0.010984916239976883,0.08144532144069672,0.0010000000474974513
0.009307818487286568,0.072776660323143,0.009055855683982372,0.07698828727006912,0.0005000000237487257
0.009267190471291542,0.07252392917871475,0.008551878854632378,0.07376758009195328,0.0005000000237487257
0.009096968919038773,0.07145151495933533,0.007805131375789642,0.07234487682580948,0.0005000000237487257
0.008823821321129799,0.07093653082847595,0.011009437963366508,0.08348601311445236,0.0005000000237487257
0.008771021850407124,0.07041031122207642,0.00718556297942996,0.06780652701854706,0.0005000000237487257
0.008627451956272125,0.06964442878961563,0.008151301182806492,0.07271677255630493,0.0005000000237487257
0.008620248176157475,0.06993548572063446,0.0068113612942397594,0.06609500199556351,0.0005000000237487257
0.008264981210231781,0.06835386157035828,0.006837585940957069,0.06562153995037079,0.0005000000237487257
0.00810102466493845,0.06783884763717651,0.005956558044999838,0.0612008273601532,0.0005000000237487257
0.008202798664569855,0.06790204346179962,0.00798319187015295,0.07232153415679932,0.0005000000237487257
0.008099577389657497,0.06748997420072556,0.008364568464457989,0.0754946768283844,0.0005000000237487257
0.00803974736481905,0.0672566294670105,0.007743488531559706,0.07156063616275787,0.0005000000237487257
0.00757830822840333,0.06501457095146179,0.008282245136797428,0.07434064149856567,0.0002500000118743628
0.007729475852102041,0.06623375415802002,0.008182093501091003,0.07298745959997177,0.0002500000118743628
0.007473095785826445,0.06510794907808304,0.007628077641129494,0.07281406223773956,0.0002500000118743628
0.007427587639540434,0.06508596986532211,0.007721379399299622,0.07186933606863022,0.0001250000059371814
0.00746140955016017,0.06477310508489609,0.007485833019018173,0.0701201781630516,0.0001250000059371814
0.007186142262071371,0.0637645423412323,0.007152557373046875,0.07004991173744202,0.0001250000059371814
0.007471989840269089,0.06451691687107086,0.007199360989034176,0.06891395896673203,6.25000029685907e-05
0.007145637646317482,0.06348585337400436,0.007741768844425678,0.0708388090133667,6.25000029685907e-05
0.007285239174962044,0.06430860608816147,0.0080901850014925,0.07298503071069717,6.25000029685907e-05
0.0075745172798633575,0.0645592212677002,0.007773718796670437,0.07264860719442368,3.125000148429535e-05
0.00715298717841506,0.06378529965877533,0.007793407421559095,0.07249481230974197,3.125000148429535e-05
0.007423975970596075,0.06412862241268158,0.007654536981135607,0.07093768566846848,3.125000148429535e-05
0.006999346427619457,0.06282958388328552,0.007674786727875471,0.070641428232193,1.5625000742147677e-05
0.0072821564972400665,0.06391656398773193,0.007735048420727253,0.0712861642241478,1.5625000742147677e-05
0.007374188397079706,0.06432382017374039,0.007996268570423126,0.07124108821153641,1.5625000742147677e-05
0.007214130833745003,0.06331368535757065,0.007912232540547848,0.07127373665571213,7.812500371073838e-06
0.007134964689612389,0.06332641839981079,0.007883790880441666,0.07081618160009384,7.812500371073838e-06
0.007262395229190588,0.06419170647859573,0.007861859165132046,0.07078831642866135,7.812500371073838e-06
0.007248474285006523,0.06381666660308838,0.00780319282785058,0.07064662128686905,3.906250185536919e-06
0.007051687687635422,0.06290601938962936,0.007832380011677742,0.07074986398220062,3.906250185536919e-06
0.007063249591737986,0.06315522640943527,0.00787133164703846,0.07083006203174591,3.906250185536919e-06
0.007067070342600346,0.06311921775341034,0.007856597192585468,0.07076848298311234,1.9531250927684596e-06
